1						TITLE PADDING
2						"integrin , matrix metalloprotease ( mmp ) , and the cytokine tgf-beta have each be implicate in homeostatic cell behavior such as cell growth and matrix remodeling ."
3						"tgf-beta exist mainly in a latent state , and a major point of homeostatic control be the activation of tgf-beta ."
4						"because the latent domain of tgf-beta1 possess a integrin binding motif ( rgd ) , integrin have the potential to sequester latent tgf-beta ( SLC ) to the cell surface where tgf-beta activation could be locally control ."
5						"here , we show that slc bind to alphavbeta8 , a integrin express by normal epithelial and neuronal cell in vivo ."
6						"this binding result in the membrane type 1 ( mt1 ) - mmp dependent release of active tgf-beta , which lead to autocrine and paracrine effect on cell growth and matrix production ."
7						these datum elucidate a novel mechanism of cellular homeostasis achieve through the coordination of the activity of member of three major gene family involve in cell-matrix interaction .
8						introduction
9						"cellular homeostasis be maintain in the organism through the correct response to extra - , intra - , and intercellular signal ."
10						"imbalance in these signal can result in disruption of cellular homeostasis , lead to change in cell mass and and or tissue organization ."
11						"the cellular homeostatic machinery consist of secrete , cell surface , and intracellular molecule that together maintain cellular differentiation and the balance between quiescence and entry into the cell cycle ."
12						homeostasis be regulate through the control of cell proliferation mediate through cell-extracellular matrix interaction in concert with growth promote and inhibitory cytokine .
13						a growth inhibitory cytokine of particular importance in tissue homeostasis be the multifunctional cytokine tgf-beta .
14						the important role of tgf-beta in homeostasis be illustrate by the fact that tgf-beta1-deficient mouse develop epithelial hyperplasia ( in addition to lethal multiorgan inflammation ) within week after birth .
15						"tgf-beta1 be normally maintain in a latent or inactive state by the noncovalent association of the bioactive peptide of tgf-beta1 with its nh2-terminal propeptide , latency associate peptide ( lap ) -beta1 ."
16						"therefore , normal tgf-beta function be think to be largely control by its activation from the latent state , a process that be not understand completely ."
17						"however , recent evidence suggest that cell surface molecule or secrete extracellular molecule can activate tgf-beta ."
18						"specifically , the integrin alphavbeta6 and the secrete extracellular matrix molecule thrombospondin ( tsp ) -1 have be implicate in activation of tgf-beta1 through nonproteolytic mechanism ."
