1						a novel neural Wiskott-Aldrich syndrome protein ( n-wasp ) binding protein , Wish , induce arp2 and 3 complex activation Independent of cdc42
2						we identify a novel adaptor protein that contain a src homology ( sh ) 3 domain , sh3 binding proline rich sequence , and a leucine zipper like motif and term this protein WASP interact sh3 protein ( wish ) .
3	uaz:UA-ORG-623,tissuelist:TS-1030	neural tissue, testis	e1,t1,t2	t1,t2	wish be express predominantly in neural tissue and testis .	wish be express predominantly in neural tissue and testis .
4						it bind Ash and grb2 through its proline rich region and neural wiskott-aldrich syndrome protein ( n-wasp ) through its sh3 domain .
5			e2	c1	wish strongly enhance n-wasp-induced arp2 and 3 complex activation	wish strongly enhance n-wasp-induced arp2 and 3 complex activation independent of cdc42 in vitro , result in rapid actin polymerization .
6	uaz:UA-CLine-100020	cos7 cell	c1			furthermore , coexpression of wish and n-wasp induce marked formation of microspike in cos7 cell , even in the absence of stimulus .
7						a n WASP mutant ( h208d ) that can not bind cdc42 still induce microspike formation when coexpress with wish .
8						we also examine the contribution of wish to a rapid actin polymerization induce by brain extract in vitro .
9						arp2 and 3 complex be essential for brain extract induce rapid actin polymerization .
10						addition of wish to extract increase actin polymerization as cdc42 do .
11						however , wish unexpectedly could activate actin polymerization even in n-wasp-depleted extract .
12			e3	c1	wish activate arp2 and 3 complex through n-wasp-dependent and -independent pathway without cdc42	these finding suggest that wish activate arp2 and 3 complex through n-wasp-dependent and -independent pathway without cdc42 , result in the rapid actin polymerization require for microspike formation .
13						introduction
14						Ash and grb2 be a adaptor protein compose of one central src homology ( sh ) 2 domain and two flanking sh3 domain .
15						the sh2 domain of Ash and grb2 receive signal from several upstream target protein include egf receptor , pdgf receptor , shc , and insulin receptor 1 ( irs1 ) through binding to the specific phosphotyrosine contain motif on the target protein .
16						signal receive at the sh2 domain be transmit downstream through sh3 domain binding protein .
17						a recent study have show that the sh3 domain of Ash and grb2 bind to a variety of proline rich protein include Sos , synaptojanin ( : ) , dynamin , c-cbl , abl , ack , and neural wiskott-aldrich syndrome protein ( n-wasp ) .
18						thus , Ash and grb2 appear to play important role not only in mitogenic signaling through ra activation but also in the reorganization of actin filament and endocytosis .
19						it be already well know that the rho family of small g protein , include rho , rac , and cdc42 , act as molecular switch by cycling between the active gtp bind and the inactive gdp bind state to regulate the actin cytoskeleton .
20						rho primarily regulate development of actin stress fiber ; rac stimulate formation of lamellipodium or membrane ruffling ; and cdc42 induce the formation of filopodium .
21						"downstream signal from Ash and grb2 be find to "" cross-talk "" with these g protein , result in reorganization of the actin cytoskeleton ."
22						indeed , n-wasp , a Ash and grb2 binding protein , induce filopodium formation that be dependent on cdc42 .
23						N-WASP possess a gtpase binding domain/cdc42/rac interactive binding region ( gbd and crib ) motif through which n-wasp bind directly to the active form of cdc42 .
24						we have also show that the verprolin homology domain ( v ) of n-wasp , which be a actin binding site , be essential for filopodium formation , and the cofilin like domain ( c ) and acidic ( a ) region in the cooh terminus of n-wasp be arp2 and 3 complex binding site .
25						furthermore , it have be show that arp2 and 3 complex be markedly activate by the verplorin homology , cofilin homology , and acidic region ( vca ) region of n-wasp .
26						this be the minimal essential region for the activation of arp2 and 3 complex .
27						however , the full-length n-wasp protein be find to be a less potent activator of arp2 and 3 complex than the vca protein , suggest that the vca region be mask in the full-length protein and be expose by interaction with other activate factor .
28						thus far , addition of cdc42 and phosphatidylinositol 4,5-bisphosphate ( pip2 ) have be show to increase the activity of full-length n-wasp to the level induce by vca protein .
29						recently , other vca region contain protein have be identify and name WASP family verplorin-homologous protein ( WAVE ) / scar .
30						wave appear to function downstream of rac and induce membrane ruffling .
31						thus , it have be make clear that WASP and WAVE family protein can bind and activate arp2 and 3 complex through the vca region , result in rapid actin polymerization .
32						in this study , we identify a novel Ash and grb2 binding protein that contain a sh3 domain , sh3 binding proline rich sequence , and a leucine zipper like motif .
33			e4	c2	wish bind n-wasp through its sh3 domain .	we name this protein WASP interact sh3 protein ( wish ) , because wish bind n-wasp through its sh3 domain .
34			e5,e6	c2	 wish further enhance n-wasp-induced arp2 and 3 complex activation	in addition , we demonstrate that wish further enhance n-wasp-induced arp2 and 3 complex activation independent of cdc42 in vitro .
