1						notch signaling inhibit hepatocellular carcinoma follow inactivation of the rb pathway
2						"mouse lack all three rb gene in the liver develop tumor resemble specific subgroup of human hepatocellular carcinoma , and notch activity appear to suppress the growth and progression of these tumor ."
3						"hepatocellular carcinoma ( hcc ) be the third cancer killer worldwide with > 600,000 death every year ."
4						"although the major risk factor be know , therapeutic option in patient remain limited in part because of we incomplete understanding of the cellular and molecular mechanism influence hcc development ."
5						"evidence indicate that the retinoblastoma ( rb ) pathway be functionally inactivate in most case of hcc by genetic , epigenetic , and and or viral mechanism ."
6						"to investigate the functional relevance of this observation , we inactivate the rb pathway in the liver of adult mouse by delete the three member of the rb ( rb1 ) gene family : rb , p107 , and p130 ."
7						rb family triple knockout mouse develop liver tumor with histopathological feature and gene expression profile similar to human hcc .
8	"taxonomy:10090,uaz:UA-ORG-520"	"mouse, liver stem/progenitor cells"	"S1,C1"			"in this mouse model , cancer initiation be associate with the specific expansion of population of liver stem and progenitor cell , indicate that the rb pathway may prevent HCC development by maintain the quiescence of adult liver progenitor cell ."
9			E1	"S1,C1"	 activation of the notch pathway via e2f transcription factor	"in addition , we show that during tumor progression , activation of the notch pathway via e2f transcription factor serve as a negative feedback mechanism to slow HCC growth ."
10						"the level of notch activity be also able to predict survival of hcc patient , suggest novel means to diagnose and treat HCC ."
11						"hepatocellular carcinoma ( hcc ) result in > 600,000 death per year worldwide ."
12						"although the major risk factor have be identify , include infection with hepatitis virus b or c , mechanism that be at work during the development of HCC remain poorly understand , hinder the development of novel therapeutic approach ."
13			"E2,E3,E4,E5,E6,E7"	C1	"p16ink4a and p21cip1 family member , which inhibit the kinase activity of cyclin-cyclin-dependent kinase ( cdk ) complex ; these complex in turn normally inactivate the rb protein and its two family member p107 and p130 by hyperphosphorylation during the g1 and s transition of the cell cycle , thereby activate e2f transcription factor ."	"the extended retinoblastoma ( rb ) pathway be comprise of p16ink4a and p21cip1 family member , which inhibit the kinase activity of cyclin-cyclin-dependent kinase ( cdk ) complex ; these complex in turn normally inactivate the rb protein and its two family member p107 and p130 by hyperphosphorylation during the g1 and s transition of the cell cycle , thereby activate e2f transcription factor ."
14	tissuelist:TS-0455	HCC	"C2,E8,E9"	C2	promoter hypermethylation of the p16ink4a ( ~ 50 % of case ) or p15ink4b ( ~ 15 % of case ) gene	"accumulate evidence suggest a almost universal inactivation of the rb pathway in HCC , include by promoter hypermethylation of the p16ink4a ( ~ 50 % of case ) or p15ink4b ( ~ 15 % of case ) gene , and amplification of the gene code for Cyclin d1 ( ~ 30 % of case ) ."
15						"mutation in the rb gene itself be rare , but the rb protein be often undetected in hcc cell ."
16	tissuelist:TS-0455	HCC	"E10,C3"	C3	"gankyrin , a e3 ligase that trigger degradation of rb family member , be overexpress"	"furthermore , gankyrin , a e3 ligase that trigger degradation of rb family member , be overexpress in the majority of hcc tumor ."
17	tissuelist:TS-0564	liver cells	"C4,E11,E12,E13"	C4	"pres2 and hbx , which directly or indirectly activate cyclin-cdk complex ."	"finally , the rb pathway be also inactivate in liver cell by viral protein : for example , hepatitis b virus infection result in the constitutive expression of viral protein such as pres2 and hbx , which directly or indirectly activate cyclin-cdk complex ."
18			"E14,E15"	C4	"similarly , recruitment of the e6ap ubiquitin ligase by the hepatitis c virus protein ns5b lead to the degradation of rb and potentially p107 and p130 ."	"similarly , recruitment of the e6ap ubiquitin ligase by the hepatitis c virus protein ns5b lead to the degradation of rb and potentially p107 and p130 ."
19						these observation suggest a yet untested model in which overall inactivation of the rb pathway by simultaneous decrease function of the three rb family member may be necessary for hcc development .
20						this idea be support by the observation that deletion of the rb ( rb1 ) gene in the mouse liver be not sufficient to drive HCC development .
21						"many of the event result in the functional inactivation of the rb pathway in human hcc occur early in the course of the disease , suggest that the rb pathway may play a important role in the prevention of hcc initiation ."
22						"however , identify the cell type or type from which HCC may originate be not currently possible in patient ."
23						mature hepatocyte ( parenchymal cell ) in the liver have the capacity to proliferate and could therefore serve as the cell of origin for HCC .
24						"in addition , the portal triad , a structure compose of a bile duct , a portal vein , and a hepatic artery , be think to serve as a niche for several population of stem and progenitor cell ( nonparenchymal cell ; ; ; ) ."
25						"these progenitor cell , often term oval cell , also have the capacity to expand in response to stress and injury ."
26						all of these different liver cell population may serve as a cell of origin for HCC .
27						"unfortunately , the current lack of a comprehensive knowledge of the different stage of differentiation in the hepatocytic lineage have hamper a thorough investigation of the cellular origin of HCC ."
28						"in this study , we seek to address the molecular and cellular mechanism of hcc development upon loss of rb pathway function ."
29						"we show that rb family triple ko ( tko ) mouse , in which the rb pathway be genetically inactivate , develop liver cancer with histological and molecular similarity to human hcc ."
30						"in addition , we show that loss of rb family function allow the expansion of normally quiescent population of stem and progenitor cell , and we identify activation of notch signaling as a suppressor feedback mechanism during HCC progression ."
31						result
32						genetic ablation of the rb gene family in the liver of adult mouse result in the development of tumor similar to human hcc
33						"to model the functional inactivation of the rb pathway find in human hcc , we specifically delete the three rb family gene in the liver of adult mouse by perform intrasplenic injection of adenovirus express the cre recombinase ( ad-cre ) in conditional tko ( ctko ; Rblox and lox ; p130lox and lox ; p107-/-_NN ; ) adult mouse ."
34						"in this protocol , the adenovirus predominantly deliver the cre recombinase to hepatocyte as well as nonparenchymal cell in the liver ."
35	taxonomy:10090	mice	S2			all of the ad-cre-infected ctko mouse analyze and none of the control mouse infect with ad-gfp develop multiple liver lesion after a latency of 3-4 mo and have to be euthanize within 5-8 mo because of tumor burden ; these mouse do not develop any other visible pathology outside the liver ( not depict ) .
36						"quantitative rt-pcr ( rt-qpcr ) analysis with rna extract from macro-dissected tumor show decrease expression of rb and p130 , confirm deletion of these two gene ."
37						the presence of one p130 or p107 allele be sufficient to prevent the development of liver tumor at the same time point .
38						"cell in these lesion be actively cycling , as visualize by immunostaining for brdu incorporation and by immunoblot analysis for known marker of proliferation ."
