1						Retinyl ester hydrolase and they role in vitamin a homeostasis *
2						in mammal , dietary vitamin a intake be essential for the maintenance of adequate retinoid ( vitamin a and metabolite ) supply of tissue and organ .
3						retinoid be take up from animal or plant source and subsequently store in form of hydrophobic , biologically inactive retinyl ester ( re ) .
4						accessibility of these re in the intestine , the circulation , and they mobilization from intracellular lipid droplet depend on the hydrolytic action of re hydrolase ( reh ) .
5						in particular , the mobilization of hepatic re store require reh to maintain steady plasma retinol level thereby assure constant vitamin a supply in time of food deprivation or inadequate vitamin a intake .
6						in this review , we focus on the role of extracellular and intracellular reh in vitamin a metabolism .
7						furthermore , we will discuss the tissue specific function of reh and highlight major gap in the understanding of re catabolism .
8						this article be part of a special issue entitle retinoid and lipid metabolism .
9						highlight
10						> for the maintenance of constant vitamin a supply retinyl ester hydrolase be require .
11						> this review summarize the current knowledge on the role of retinyl ester hydrolys in vitamin a metabolism .
12						> in addition , it discuss tissue specific function of retinyl ester hydrolase and highlight major gap in the understanding of retinyl ester catabolism .
13						1
14						introduction
15						retinoid ( vitamin a and metabolite ) belong to the class of essential dietary lipid because they be vital for a variety of physiological process include some of the most fascinating and barely understand phenomenon -- growth and development .
16						vitamin a be primarily transport as retinol bind to its specific transport protein , retinol binding protein 4 ( rbp4 ) and retinyl ester ( re ) , contain in lipoprotein .
17						intracellularly , vitamin a be store as re in large quantity in specialize cell of the liver .
18						these transport and storage form of vitamin a be as such biologically inactive .
19						the major bioactive form of vitamin a be ( i ) retinoic acid ( s ) ( ra ) , which bind to nuclear receptor thereby regulate gene expression and ( ii ) retinaldehyde , which represent the photoactive component of rhodopsin .
20						furthermore , retinol and retinaldehyde have also be recognize as signal molecule ( s ) and transcriptional regulator .
21						mammal take up retinoid mostly from plant as pro-vitamin beta-carotene and from animal tissue as re .
22						within the body , excessive retinoid be store as re mainly in the liver and to a lesser extent in adipose tissue .
23						accessibility and distribution of dietary re as well as the mobilization of intracellular re store require enzymatic activity from re hydrolase ( reh ) .
24						the accessibility of dietary re necessitate extracellular reh in the intestine .
25	uaz:UA-CT-30005	enterocytes	t1,e1,e2	t1		after uptake in enterocyte , retinol be re-esterified to re and pack into nascent chylomicron ( cm ) together with other dietary lipid such as triacylglycerol ( tg ) .
26	uaz:UA-ORG-92	circulation	t2,e3	t2		in the circulation , these cm be deplete from lipid by lipoprotein lipase ( LPL ) mediated hydrolysis provide fatty acid ( fa ) and retinol for peripheral tissue .
27	tissuelist:TS-0564	liver	t3			in liver , re-rich cm remnant be mainly take up by hepatocyte .
28			e4,e5	t3		intracellularly , these re be hydrolyze and either release into the circulation , or re-esterified and store in cytosolic lipid droplet ( ld ) .
29						yet , the vast majority of re be store in cytosolic ld of specialize liver cell , designate as hepatic stellate cell ( hsc ) , ito cell , or vitamin a storage cell .
30						these hepatic re store be mobilize by reh to ensure constant supply of peripheral tissue with retinol , also under condition where dietary retinoid be not available .
31						despite the pivotal role of vitamin a in many physiological process , surprisingly little be know about the enzyme and mechanism how re store be mobilize and how these process be regulate .
32						2
33						extracellular retinyl ester hydrolase
34						2.1
35	tissuelist:TS-0490	intestinal	t4,e6	t4		intestinal retinyl ester hydrolase
36						dietary lipid constitute a complex mixture of lipid species , some of which be highly water insoluble in nature .
37						this hydrophobicity necessitate a breakdown into more hydrophilic lipid species prior to they uptake by the intestine .
38	tissuelist:TS-0490	intestinal	e7,e8,t5	t5		the bile-salt activate carboxyl ester lipase ( cel ; EC 3.1.1.13 ) have long be know to exhibit broad substrate specificity ( review in ) and be consider as key enzyme in intestinal retinol uptake .
39						cel show activity against tg , cholesteryl ester ( ce ) , phospholipid ( pl ) , and re in vitro and require the presence of trihydroxy bile acid for full enzymatic activity .
40						in mammal , cel be predominantly synthesize in the pancreas and secrete into the intestinal luman .
41						study in mutant mouse lack CEL ( cel-ko ) reveal unaltered intestinal dietary retinol uptake .
42						on the other hand , the uptake of a non cleavable retinyl ether substrate be completely blunt confirm earlier study and indicate that the hydrolysis of re be a essential step prior to uptake by enterocyte .
43	taxonomy:10090	mice	s1			analysis of reh activity in homogenate of pancreas show similar activity in cel-ko mouse compare to wild-type ( wt ) control .
44	tissuelist:TS-0739	pancreatic	t6,e9,e10	t6,s1		importantly , pancreatic reh activity be stimulate in the presence of di- and trihydroxy bile-salt in both genotype .
45						together , these datum imply that at least one additional bile-salt dependent reh must exist in the murine intestine .
46	tissuelist:TS-0739,taxonomy:10090,taxonomy:10116	pancreatic, mouse, rat	t7,s2,s3			the pancreatic triglyceride lipase ( PTL ; EC 3.1.1.21 ) have be identify as intestinal reh in mouse and in rat .
47			e11	t7,s2,s3		PTL preferentially hydrolyze tg and its catalytic activity depend on the presence of a co-lipase and millimolar concentration of dihydroxy bile acid such as deoxycholate or taurodeoxycholate ( review in ) .
48						the characteristic of in vitro activity of PTL and CEL allow distinguish between these enzyme .
49						under optimal assay condition for PTL ( dihydroxy bile-salt ) and cel ( trihydroxy bile-salt ) a substantial co-lipase-dependent reh activity be detect in pancreatic homogenate of wt and cel-ko mouse suggest a role of PTL as intestinal reh .
50						the in vivo role of PTL and CEL in RE catabolism be investigate in mouse lack PTL ( ptl-ko ) and lack both enzyme , PTL and CEL ( ptl-ko and cel-ko ) .
51						these mouse be feed a high-fat and high-cholesterol diet and receive radiolabele retinyl palmitate .
52						subsequently , the appearance of the radiolabel in the circulation be monitor .
53						ptl-ko mouse exhibit a ~ 30 % reduction in re clearance .
54						this defect be exacerbate to ~ 50 % when mouse lack PTL and CEL suggest that both enzyme be involve in intestinal retinoid hydrolysis .
55						notably , re absorption be ~ 6 time higher in wt , ptl-ko , cel-ko , and ptl-ko and cel-ko mouse when retinyl palmitate be administer in pl-vesicle as compare to olive oil emulsion implicate that dietary tg content have a great impact on intestinal re catabolism .
56						moreover , the absorption pattern of retinyl palmitate and tg be similar in all four genotype investigate suggest that efficient re clearance may depend on tg absorption .
57	taxonomy:10090	mice	s4			in contrast to tg and re catabolism , ce absorption be normal in ptl-ko animal whereas it be almost completely blunt in cel-ko mouse .
