1						The Role of Semaphorins and Their Receptors in Gliomas
2	tissuelist:TS-0150	central nervous system	t1			Gliomas are the most common tumor in the central nervous system .
3						High-grade glioblastomas are characterized by their high invasiveness and resistance to radiotherapy , leading to high recurrence rate and short median survival despite radical surgical resection .
4						Characterizations of gliomas at molecular level have revealed aberrations of various growth factor receptors , receptor tyrosine kinases , and tumor suppressor genes that lead to deregulation of multiple signaling pathways , thereby contributing to abnormal proliferation , invasion , and resistance to apoptosis in cancer cells .
5						Recently , accumulating evidence points to the emerging role of axon guidance molecules in glioma progression .
6						Notably , many signaling events harnessed by guidance molecules to regulate cell migration and axon navigation during development are also found to be involved in the modulation of deregulated pathways in gliomas .
7						This paper focused on the signalings triggered by the guidance molecule semaphorins and their receptors plexins and neuropilins , and how their crosstalk with oncogenic pathways in gliomas might modulate cancer progression .
8						The emerging role of semaphorins and plexins as tumor suppressors or oncogenes is also discussed .
9						1 .
10						Introduction
11						Gliomas are the most common tumor in the central nervous system , with an incidence rate of 5 to 10 per 100,000 for the malignant form .
12						Based on their histological characteristics and expression of lineage markers , gliomas can be classified into astrocytoma , oligodendroglioma , and ependymoma .
13						Astrocytomas account for 60 % of all primary brain tumors and the World Health Organization ( WHO ) classification system grades them on a scale of I to IV according to their increasing degree of malignancy .
14						Among them , Grade IV is one of the most highly invasive types of tumor , characterized by microvascular proliferation .
15						Its aggressive infiltrative growth leads to an extremely high recurrence rate within a short period of time even after radical surgical resection .
16						Worse still , many glioblastomas are found to be resistant to chemo- or radiotherapy due to DNA repair by the protein O6-methylguanine-methyltransferase ( MGMT ) and impaired apoptotic pathways .
17						Median survival after initial diagnosis is therefore currently only around 12 to 18 months .
18						This apparently calls for a more thorough understanding of the pathoetiology at both cellular and molecular level to provide insight into the devise of novel and effective therapeutic treatments .
19						This paper revisits the biological features of various genetic pathways deregulated in human gliomas , followed by an overview of the involvement of semaphorins and their receptors in these signalings that lead to their emerging role in the regulation of gliomagenesis .
20						2 .
21						Classification of Astrocytomas
22						Astrocytomas can be categorized into localized and diffuse forms .
23						Localized astrocytic tumors exhibit a circumscribed growth pattern with limited capacity for parenchymal infiltration .
24						Pilocytic astrocytomas for instance , are slow growing tumors that occur primarily in children or young adults .
25						They are mostly nonaggressive and show little or no tendency to undergo anaplastic malignant transformation .
26						This type of astrocytic tumor is classified as WHO grade I and is often curable if the tumor is resectable .
27						Histologically , Rosenthal fibers are often observed on tumor sections .
28						By contrast , diffuse astrocytomas are characterized by their high infiltration into peritumoral regions and dispersal to distant sites .
29						Based on the WHO classification , they are subdivided into low-grade astrocytoma ( grade II ) , anaplastic astrocytoma ( grade III ) , and glioblastoma multiforme ( GBM ) .
30						Low-grade diffuse astrocytoma is characterized by slow growth and infiltration of neighboring brain structures .
31						Histologically , the tumors are characterized by low to moderate cellularity .
32						Cancer cells are well differentiated and show resemblance to astrocytes with little nuclear atypia .
33						Also known as fibrillary astrocytomas , these cancers are believed to arise from neoplastic astrocytes .
34						In fact , the cancer cells produce cytoplasmic processes that form a rich fibrillary stroma around the neoplasm , hence giving rise to a diffuse outline of the tumor in scans .
