1						arfgap1 dynamics and its role in COPI coat assembly on golgus membrane of living cell
2						"secretory protein trafficking rely on the COPI coat , which by assemble into a lattice on golgus membrane concentrate cargo at specific site and deform the membrane at these site into coated bud and carrier ."
3			e1	s1		"the gtpase activate protein ( gap ) responsible for catalyze arf1 gtp hydrolysis be a important part of this system , but the mechanism whereby arfgap be recruit to the coat , its stability within the coat , and its role in maintenance of the coat be unclear ."
4						"here , we use frap to monitor the membrane turnover of gfp tag version of arfgap1 , arf1 , and coatomer in living cell ."
5						"arfgap1 undergo fast cytosol and golgus exchange with ~ 40 % of the exchange dependent on engagement of arfgap1 with coatomer and arf1 , and affect by secretory cargo load ."
6						permanent activation of arf1 result in arfgap1 be trap on the golgus in a coatomer dependent manner .
7						"these datum suggest that arfgap1 , coatomer and arf1 play interdependent role in the assembly-disassembly cycle of the COPI coat in vivo ."
8						introduction
9						cytosolic coat protein that bind reversibly to membrane carry out a central role in membrane trafficking by concentrate macromolecule into specialized membrane patch that deform into coated bud to produce coated carrier ( for review see ; ) ; .
10						the coatomer ( COPI ) - type coat help mediate protein sorting and transport within the golgus membrane system .
11						"comprise of the seven and subunit complex of coatomer , it be recruit onto membrane by the ra related , small gtpase-adp-ribosylation factor ( arf1 ; ) ."
12						Coatomer-Arf1-GTP complex then undergo low affinity interaction to generate a membrane deform lattice capable of bud coated carrier .
13						"the lattice disassemble through the activity of a arf1 direct gtpase activate protein ( gap ) , which by hydrolyze gtp on arf1 lead to the release of arf1-gdp into the cytoplasm and the destabilization of coatomer on membrane ."
14						proper growth and disassembly of the coat lattice be largely dependent on the mechanism control arfgap activity ( for review see ; ) .
15						these mechanism guarantee that disassembly of the lattice do not occur before the lattice have grow large enough to deform the membrane and to pinch off a carrier .
16						they further ensure that the lattice disassemble quickly enough so a carrier can fuse with its target membrane .
17						arfgap comprise a family of protein with divergent noncatalytic domain and a conserve catalytic domain of ~ 70 aa that include a zinc finger motif ( for review see ; ) .
18						"within this family , arfgap1 catalyze gtp hydrolysis on arf1 within the COPI coat lattice localized on golgus membrane ."
19						"binding of arfgap1 to golgus membrane be mediate through interaction between its noncatalytic domain and the kdel receptor , a transmembrane protein that constitutively cycle between the er and golgus apparatus ."
20						"interaction of arfgap with the cytoplasmic tail of p23 and 24 family member , with coatomer , or with snare might further stabilize arfgap1 on membrane or help recruit it into the coat lattice ."
21						"stimulation of arfgap1 activity be believe to result from interaction of arfgap1 with coatomer and and or by arfgap1 localization to membrane of high curvature , such as a coated bud or vesicle ."
22						"at first glance , the role of arfgap1 in coat lattice dynamics be simple : complex of arf1 and coatomer form on membrane polymerize into a lattice that bud off the membrane as a coated vesicle ."
23						arfgap1 be then recruit to the lattice and stimulate lattice disassembly by catalyze gtp hydrolysis on arf1 .
24						support this view be study show that COPI coated vesicle can be assemble in vitro in the absence of arfgap and that these vesicle undergo rapid uncoating upon addition of purify gap .
25						"however , other in vitro study have show that cargo recruitment into coated vesicle , a process that occur before vesicle bud , depend on gtp hydrolysis by arf1 ."
26						"furthermore , in coated vesicle reconstitution assay use arfgap1 , coatomer , and arf1 , the purify coated vesicle be enrich in arfgap1 and coatomer and relatively deplete of arf1 ."
27						this have give rise to a different model for arfgap1 's role in coat lattice dynamics in which arfgap1 be a basic component of the coat on membrane ( form a ternary complex with arf1 and coatomer ) that undergo change in catalytic activity ( from inactive to active ) as the coat assemble into a lattice .
28						to determine which of these model best apply to the living cell what be need be a way to visualize the temporal and spatial operation of arfgap1 and the molecule with which it interact .
29						"previous study have successfully visualize arf1 and coatomer in living cell , but the dynamic behavior of arfgap1 have not yet be observe ."
30						"here , we use gfp tag arfgap1 , as well as gfp tag version of arf1 , coatomer , and arfgap1 lack its zinc finger contain gap domain , to study the dynamics of arfgap1 and its role in COPI lattice assembly and disassembly in vivo ."
31						we finding favor a model in which arfgap1 be a bona fide component of the coat lattice that regulate the dynamics of the lattice independently of coated vesicle production .
32						"furthermore , we find that level of arfgap1 and coatomer bind to golgus membrane can be modulate by transit secretory cargo , imply a role of cargo in the regulation of coat lattice dynamics ."
33						result
34						ArfGAP1-GFP localize to the golgus and function as a gap for arf1
35	uaz:UA-CLine-3989	NRK	c1			"to study arfgap dynamics in living cell , we fuse cfp or yfp to the carboxy terminus of arfgap1 ( arfgap1-c and yfp ) and generate a stable nrk cell line express the chimera at low level ."
36						"in these cell , arfgap1-yfp could be see distribute on golgus membrane ( colocalize with the golgus marker , galactosyltransferase tag with cfp ) in the cytoplasm ( a ) with approximately four time more arfgap1-yfp in the cytoplasm than on golgus membrane ."
37						"in addition to be present in the cytoplasm and on golgus membrane , a small amount of arfgap1-yfp could be see associate with peripheral structure contain epsiloncopi-yfp ( i.e. , ergic ; fig ."
38						"s1 , available at http://www.jcb.org/cgi/content/full/jcb.200410142/dc1 ) ."
39						"a similar arfgap1 distribution pattern have be report by antibody labeling , indicate that arfgap1-yfp distribute in a similar manner to endogenous untagged arfgap1 ."
40						Figure 1 .
41						in vivo gap activity of arfgap1-yfp .
42						( a ) golgus and cytoplasmic distribution of arfgap1-yfp in a stable nrk cell line express arfgap1-yfp at low level .
43						( b ) golgus associate pool of arf1-cfp ( express as a percentage of total cellular fluorescence ) measure in nrk cell stably express arf1-cfp alone ( control ) ( n = 16 ) or after cotransfection with arfgap1-yfp ( n = 16 ) .
44						note that the steady-state golgus pool of arf1-cfp be reduce in cell coexpress arfgap1-yfp .
45						"( c ) kinetics of dissociation of arf1-cfp during bfa treatment ( 5 mug and ml -1 ) measure in nrk cell stably express arf1-cfp alone ( black delta ) , with cotransfect arfgap1-yfp ( red o ) , or with cotransfect arfgap1delta64n-yfp ( green * ) ."
46						( d ) nrk cell transiently express arfgap1-cfp and galt-yfp be image 20 h after transfection .
47						"in cell with high level of arfgap1-cfp expression ( arrow ) , galt-yfp be redistribute into the er while arfgap1-yfp be find mainly in the cytoplasm ."
48						"bar , 5 mum ."
49			e2	c1		"to determine whether arfgap1-c and yfp function as a gap for arf1 in vivo , we look for evidence of increase arf1 gtp hydrolysis in cell express arfgap1-c and yfp at moderate-to-high expression level by transient transfection ."
50						three line of evidence be find .
51			e3	c1		"first , in cell coexpress arfgap1-yfp and arf1-cfp , the golgus pool of arf1-cfp be reduce relative to cell express arf1-cfp alone ( b ) , which be consistent with increase arfgap1 activity from expression of arfgap1-yfp shift the steady-state distribution of arf1 from membrane to cytoplasm due to increase arf1 gtp hydrolysis and release from membrane ."
52			"e7,e8,e5"	c1		"second , in cell treat with brefeldin a ( BFA ) , a drug that block arf1 recruitment to membrane ( permit arf1 dissociation to be observe in the absence of rebinding ; ) , arf1-cfp 's dissociation rate be increase in the presence of arfgap1-yfp ( c ) as expect for condition in which arf1 gtp hydrolysis on membrane be increase ."
53						no increased arf1-cfp release be observe in bfa treat cell overexpress yfp tag arfgap1 mutant that lack the zinc finger motif and have negligible gap activity ( arfgap1delta64n-yfp ; ) .
54			e6	c1		"indeed , in these cell , the arf1-cfp dissociation rate during bfa treatment be reduce ( c ) possibly due to competition between endogenous and mutate arfgap1 for bind site on golgus membrane ( see below ) ."
55						"Third , in cell coexpress arfgap1-cfp and the golgus enzyme marker galactosyltransferase tag with yfp ( galt-yfp ) , GalT-YFP redistribute into the er while arfgap1-cfp become cytoplasmic at high arfgap1-cfp expression level ( 10-50 time greater than in low expressing cell ; d , see arrow ) ."
56						"because this type of redistribution be characteristic of cell with reduce level of arf1 gtp on membrane , the result suggest there be increase arfgap1 activity in these cell due to arfgap1-yfp expression ."
57						"base on these finding , we conclude that arfgap1-yfp correctly function as a gap for arf1 when express in cell ."
58						arfgap 's membrane association dissociation cycle and its modulation by arf1
59						"give that arfgap1-yfp appropriately target and function within cell , we use the chimera in experiment aim at investigate the kinetic property of arfgap1 's association with golgus membrane ."
60	uaz:UA-CLine-3989	NRK	c2			"these and subsequent experiment be perform in the stable nrk cell line that express arfgap1-yfp at low level ( 2.5-fold above endogenous arfgap1 ) , unless indicate otherwise ."
61						we first address whether arfgap1 reside stably or only transiently after be recruit to golgus membrane .
62						this be accomplish use frap .
63						"upon photobleach the golgus pool of fluorescence , we observe rapid recovery from the nonbleached cytoplasmic pool , with the original , prebleach fraction of golgus fluorescence ( i.e. , 20 % of the total cellular pool ) completely restore in just under 1 min ."
64						"as arfgap1-yfp in the cytoplasm recover into a photobleached box with a half-time of 1 s ( not depict ) , the recovery rate of arfgap1-yfp observe after photobleach the golgus be determine primarily by membrane association dissociation process ( and be not limit by arfgap1-yfp diffusion through the cytoplasm ) ."
65			"e9,e10"	c2		"we conclude , therefore , that golgus associate arfgap1-yfp molecule undergo rapid exchange with freely diffuse arfgap1-yfp molecule in the cytoplasm , and that a individual arfgap1-yfp molecule spend only a short period bind to golgus membrane ."
66			e11	c2		"evidence that all golgus associate arfgap1-yfp molecule be dynamically associate with the golgus in this manner be suggest by the fact that when the cytoplasm be repeatedly photobleach use the technique of fluorescence loss in photobleach ( flip ; for review see ) , virtually all golgus associate arfgap1-yfp fluorescence be lose over time ( b , flip ) ."
67						"hence , arfgap1 reside only transiently after be recruit to golgus membrane ."
68						figure 2 .
69						kinetics of arfgap1 binding to and dissociation from golgus membrane .
70						( a and c ) nrk cell stably express arfgap1-yfp in a or transiently express arfgap1delta64n-yfp in c be image before ( prebleach ) and after photobleach the golgus region ( outline in red ) with high intensity laser light .
71						note the rapid fluorescence recovery into the golgus .
72						( b ) repeated photobleach ( flip ) of the cytoplasm define by the area between the two red line cause all golgus fluorescence within a nrk cell express arfgap1-yfp to disappear over time .
73						"( d ) quantification of the FRAP experiment from a and c , as well as from a similar frap experiment in nrk cell stably express arfgap1-yfp in which a arf1 [ q71l ] plasmid be microinject 9 h before microscopy ."
74						golgus fluorescence in this as well as all other frap and bfa experiment be represent as the ratio of golgi-to-total cell fluorescence divide by the initial ratio .
75						"bar , 5 mum ."
76						"to determine whether cycling of arfgap1 on and off golgus membrane depend on arfgap1 's catalytic activity , we use arfgap1delta64n-yfp ."
77						cell express arfgap1delta64n-yfp show a similar golgus and cytoplasmic pattern of fluorescence as observe in arfgap1-yfp-expressing cell ( c ) .
78						"moreover , when the golgus pool of arfgap1delta64n-yfp-expressing cell be photobleach , rapid and complete recovery occur from nonbleached molecule in the cytoplasm ."
79						these result indicate that the noncatalytic domain within arfgap1 be sufficient both for golgus targeting of arfgap1 and for mediate arfgap1 cycling on and off golgus membrane .
80			"e12,e13,e14"	c2		"hence , arfgap1 's capacity to dynamically associate with and dissociate from the golgus be not dependent on its ability to catalyze the gtp hydrolysis by arf1 ."
81						we next examine whether interaction with arf1 can affect arfgap1 's dynamics on the golgus .
82						"ArfGAP1-YFP expressing cell be microinject with arf1 [ q71l ] , a gtp lock form of arf1 that be unable to hydrolyze gtp and dissociate from membrane ."
83						the golgus pool of arfgap1-yfp be then photobleach and the extent of recovery of fluorescence in the golgus region be monitor over time .
84						"notably , ~ 30-40 % of the initial arfgap1-yfp fluorescence on the golgus do not recover ( d ) , suggest this proportion of arfgap1 be irreversibly bind to golgus membrane ( i.e. , in a complex with arf1 [ q71l ] ) , whereas the remain proportion continue to cycle between golgus membrane and the cytoplasm ."
85						"give that there be ~ 100 % recovery of the fluorescent golgus pool in cell coexpress arfgap1delta64n-yfp and arf1 [ q71l ] ( not depict ) , as well as in cell express arfgap1-yfp or arfgap1delta64n-yfp alone ( d ) , the result indicate that the membrane dissociation property of arfgap1 be sensitive to the gtp state of arf1 ."
86						arfgap1 follow both arf1 dependent and -independent pathway on golgus membrane
87			e17	c2		"the above result suggest that arfgap1 be recruit to membrane in a arf1 independent fashion , but once on membrane , its fate differ depend on whether or not it interact with arf1 ( a , scheme ) ."
88			e18	c2		"with no such interaction , arfgap1 release from membrane via a arf1 independent pathway , whereas with such a interaction , arfgap1 release via a arf1 dependent pathway that require gtp hydrolysis on arf1 ."
89			e19	c2		"within either pathway , arfgap1 reside on membrane for only short period ( ~ 30 s ) before release into the cytoplasm , whereupon it mix with other arfgap1 molecule and then rebind to golgus membrane ."
90						Figure 3 .
91						arfgap1 follow both arf1 dependent and -independent pathway on golgus membrane .
92						( a ) scheme for arfgap1 membrane binding and dissociation pathway .
93						"( b ) Release of arf1-cfp , arfgap1-yfp , and arfgap1delta64n-yfp from golgus membrane after BFA addition ( 5 mug and ml -1 ) in nrk cell stably express arf1-cfp and cotransfect with arfgap1-yfp or arfgap1delta64n-yfp ."
94						Notice the difference in the rate and extent of release of the three protein from the golgus during the bfa treatment .
95						"bar , 5 mum ."
96						"( c ) quantification of the release kinetics show in B. ( d ) after 300 s of bfa treatment , the persist golgus pool of arfgap1-yfp in a nrk cell such as that show in b , be photobleach and recovery into the golgus region be quantify ."
97						the result indicate that the BFA resistant golgus pool of arfgap1-yfp continue to cycle on and off golgus membrane before golgus disassembly ( which occur sometime after 600 s in BFA ) .
98						to address what proportion of arfgap1 follow such arf1 dependent and -independent pathway on golgus membrane we use BFA .
99						"by prevent arf1 from bind to golgus membrane without affect arf1 's dissociation rate , bfa treatment lead to rapid depletion of arf1 from membrane , which later cause the golgus to disassemble ."
100						a consequence of remove arf1 from golgus membrane in this manner should be that arfgap1 no longer enter the arf1 dependent pathway .
