1						p107 in the public eye : a rb understudy and more
2						p107 and its related family member rb and p130 be critical regulator of cellular proliferation and tumorigenesis .
3						due to the extent of functional overlap within the rb family , it have be difficult to assess which function be exclusive to individual member and which be share .
4						like its family member , p107 can bind a variety of cellular protein to affect the expression of many target gene during cell cycle progression .
5						unlike rb and p130 , p107 be most highly express during the g1 to s phase transition of the cell cycle in actively divide cell and accumulate evidence suggest a role for p107 during dna replication .
6						the specific role for p107 during differentiation and development be less clear , although emerge study suggest that it can cooperate with other rb family member to control differentiation in multiple cell lineage .
7						as a tumor suppressor , p107 be not as potent as rb , yet study in knockout mouse have reveal some tumor suppressor function in mouse , depend on the context .
8						in this review , we identify the unique and overlap function of p107 during the cell cycle , differentiation , and tumorigenesis .
9						review
10						introduction
11						the rb tumor suppressor be first identify as the gene whose loss cause hereditary retinoblastoma in child [ - ] .
12						further study identify a variety of cancer with mutation in the rb gene or deregulation of the rb pathway , lead to the hypothesis that rb be a major tumor suppressor whose loss of function be a common factor in most human tumor .
13						independent study with viral oncogene such as sv40 large t antigen , adenovirus e1a , and human papilloma virus e7 show that rb could be bind and inactivate by these oncoprotein , lead to the transformation of various cell type [ - ] .
14						these discovery have pave the way for over 20 year of study on the mechanism of cell cycle control and tumor suppression .
15						but rb be not the only protein that could bind to these viral oncoprotein , and the exact region necessary for bind to rb could also bind two other cellular protein , eventually identify as p107 and p130 [ - ] .
16						together , the rb gene family make up a critical component of the cell cycle machinery and be conserve across many species [ review in ] .
17						however , we still do not have the answer to many essential question about how these gene function and in what cellular context they be require for cell cycle control and tumor suppression .
18						additionally , the overlap function of each of the three gene further complicate we understanding of how they control critical cellular function such as exit from and entry into the cell cycle , differentiation , and cell death .
19						we will focus this review on we understanding of p107 and what be know about its function in the cell cycle , cellular differentiation , and tumor suppression .
20						evolution of the rb gene family
21						rb related gene can be find across multiple species , include human , mouse , chicken , reptile , fly , and even some plant .
22						most unicellular and lower organism have only one rb related gene , while higher organism tend to have two or three family member , perhaps reflect a increase complexity of cell cycle control in these species .
23						for example , the unicellular alga chlamydomona reinhardtius only contain one rb like gene ( mat3 ) , whose loss lead to a deregulation of proliferation and a reduced cell size .
24						in yeast , the gene whi5 appear to play a functionally similar role to rb , despite a lack of sequence homology [ - ] .
25						most plant species seem to contain only one rb related gene , although recently a second rb related gene be identify in maize and rice .
26						caenorhabditis elegan also contain one rb like gene , lin-35 , which in sequence homology be more similar to p107 than to rb .
27						further up the evolutionary scale , a independent gene duplication be think to have create two rb related gene in drosophilum , rbf1 and rbf2 [ - ] .
28						like lin35 in C. elegan , these two gene be more similar to mammalian p107 and p130 than they be to rb itself .
29						interestingly , the gene duplication event in plant and fly be only two example of many duplication event within the rb family over the course of evolution as additional duplication event have occur in Gallus gallus ( chicken ) , danio rerio ( zebrafish ) , and Anolis carolinensis ( lizard ) .
30						Figure 1
31						phylogenetic tree illustrate the evolutionary relationship among rb family homolog in several different species .
32						Branch length correspond to the estimate evolutionary distance between protein sequence .
33						the protein sequence homology be show in block on the right .
34						tree be construct use the alignment analyzer from the Sol Genomics Network .
35						these observation suggest that the ancestral rb family gene be closer to p107 or p130 than to rb itself .
36						base on the sequence similarity , many of the rb related gene in non mammal resemble p107 or p130 more so than rb , suggest that rb be likely to be the more recent addition to the family .
37						in other word , p107 and p130 may be closer in sequence to the ancestral rb gene than rb itself .
38						regardless , it be striking that a ancestral rb like gene exist and have evolve across numerous species , often independently undergo duplication multiple time throughout evolution .
39						furthermore , once duplicated , these rb related gene independently evolve complex regulatory system in which one rb related gene can be transcriptionally regulate by the other , as be observe in fly , plant , and mammal [ - ] .
40						this repeat and independent evolution of the gene family and its associated regulatory network emphasize the critical role the rb related gene share in control the cell cycle across many different species .
41						but why be there such a strong selection for multiple rb gene across so many species ?
42						if two or more gene perform identical function , then there would be no selection to keep all of they throughout evolution .
43						one explanation for the selection to keep multiple rb family member be that they have evolve unique function in addition to they overlap function , which would allow for individual member to be essential in different cellular process or cell type .
44						another explanation be that they may individually become more specialize after duplication , with one gene lose some function in favor of other .
45						finally , it be also possible that the regulatory region surround the rb family gene become mutate instead of the coding sequence itself .
46						this type of mutation would allow the protein to retain redundant function , but be regulate in different way or express in different pattern throughout the organism .
47						give the wide variety of way in which the individual rb family member be express and they unique and overlap cellular function in different organism , it be likely that the rb gene family undergo multiple round of subfunctionalization and neofunctionalization over time .
48						these observation raise the question of why p107 be retain throughout the evolution of higher organism , and what specific function it perform in mammalian cell .
49						characterization and expression
50						p107 , or rb like 1 ( rbl1 ) as it be originally name , be identify through its interaction with sv40 large t antigen and adenovirus e1a .
51						structurally , p107 contain a bipartite pocket structure similar to rb , but it share more sequence homology with p130 .
52						both p107 and p130 contain the a and b region of the pocket domain separate by a spacer region .
53						both p107 and p130 also contain insertion in the c-terminal b pocket that be absent from rb , as well as a distinct cyclin binding domain in the spacer region between the a and b pocket domain .
54						additionally , p107 and p130 also contain a cdk inhibitor domain in the n-terminus that be not present in rb .
55						figure 2
56						schematic diagram of the shared domain for p107 , p130 , and rb .
57						p107 and p130 be more similar to each other than to rb due to more extensive sequence homology and the shared cyclin binding and cdk inhibitory domain .
58						region of p107 know to be important for specific protein interaction be show above in block line .
59						the minimal sequence require for bind sp1 and b-myb have not yet be identify , however the region n-terminal from the pocket domain have be show to be critical for bind to both protein .
60						unlike rb and p130 , p107 level be generally , but not always , low in quiescent and differentiate cell and higher when cell proliferate [ - ] .
61						p107 molecule can be detect in both the cytoplasm and the nucleus in various cell type .
62						it be think that p107 bind to repressor e2f family member such e2f4 in the cytoplasm to bring these repressor to they target gene in the nucleus .
63						during g1 and in early s phase of the cell cycle , high-resolution deconvolution microscopy have reveal that p107 and its family member can be find in perinuclear focus , where they co-localize with e2f and hdac protein .
64						these complex be largely find in interchromatin region , where active transcription be think to occur .
65						whereas p130 and e2f4 complex be mainly find in g0 and g1 phase , p107 and e2f4 complex increase after g1 and be largely find in s phase .
66						these datum suggest that p107 can recruit transcription factor from the cytoplasm and the nucleus to regulate transcription at the promoter of actively transcribe gene .
67						of the three rb family member , p107 be think to be the most heavily regulate at the transcriptional level .
68						p107 itself be a known e2f target gene , contain two e2f consensus site in its promoter .
69						upon rb ablation , increase e2f activity be think to cause a increase in p107 expression , which may be able to compensate for the loss of rb in certain context [ - ] .
70						indeed , many cell type express increase level of p107 in the absence of rb [ - ] .
71						one hypothesis be that rb directly control p107 expression through direct binding to e2f at the p107 promoter .
72						interestingly , in the absence of p107 , no significant increase be see in rb or p130 , suggest that one of the main function of p107 may be to serve as a backup for loss of rb .
73						cell cycle function
74						p107 , like p130 and rb , be a substrate for cyclin and cdk kinase activity during cell cycle progression , which be think to cause p107 to release e2f transcription factor and relieve repression of target gene promoter [ - ] .
75						in quiescent cell , p107 be usually express at low level and be generally hypophosphorylate similarly to rb ; p107 become phosphorylate as cell progress towards s phase , with the first phosphorylation event occur roughly when cyclin d and cdk4 be activate .
76						thus , the highest expression level of p107 in s phase correlate to a time when the protein be functionally deactivate by phosphorylation .
77						after s phase , p107 remain phosphorylate throughout the rest of the cell cycle until the next g1 phase , when it be rapidly dephosphorylate , presumably by phosphatase 2a , and can bind e2f target gene in late g1 and s phase before it be hyperphosphorylate again [ - ] .
78						once bind to e2f , rb family member repress transcription through a variety of method .
79						the rb family can directly recruit chromatin modify enzyme such as histone deacetylase hdac1 , which alter chromatin structure around the e2f site to repress transcription at e2f target gene [ - ] ; alternatively , rb family member may interfere with pre and initiation complex assembly at the promoter of e2f target gene .
80						while rb mainly associate with e2f1 , e2f2 , e2f3 , and e2f4 in vivo , p107 preferentially bind to e2f4 and e2f5 at the promoter of e2f target gene in cycling cell [ - ] .
81						in quiescent cell , p107 level be generally low , and not detect at target gene promoter .
82						in the absence of rb , however , p107 may play a compensatory role and can be find in complex with e2f1-3 , and transcription of e2f target can be regulate normally , at least in certain context .
83						interestingly , in the combined absence of p107 and p130 , some e2f target gene be deregulate such as those code for e2f1 , cyclin a2 , b-myb , dhfr , and cdc2 , and these target be different than the one deregulate in the absence of rb .
84						this evidence suggest that rb can not compensate for the loss of p107 and p130 at certain promoter , and that certain e2f target gene rely on either rb or p107 and p130 for normal expression and regulation .
