1						up regulation of c-myc and sirt1 expression correlate with malignant transformation in the serrated route to colorectal cancer
2						approximately 7.5 % of all colorectal cancer be consider to originate from the alternative , serrated route .
3						here , we investigate the expression of the c-myc oncogene and the sirt1 protein deacetylase by immunohistochemical staining in subgroup of colorectal serrated lesion that be characterize by different molecular alteration .
4						the expression of c-myc and sirt1 correlate with the presence of KRAS and BRAF mutation and high expression of c-myc and sirt1 be strongly associate with higher grade of malignancy .
5						in contrast , in the majority of serrated lesion without KRAS or BRAF mutation , c-myc and sirt1 expression be not find increase .
6						in this group only a subset of mostly high grade intraepithelial neoplasium and carcinoma be characterize by elevated c-myc and sirt1 expression .
7						this be associate with nuclear localization of beta-catenin , indicate that wnt pathway activation may confer transcriptional induction of c-myc .
8						in summary , we establish a link between oncogenic k-ra and b-raf , suggest post-transcriptional regulation of c-myc through mapk/erk1/2 pathway activation , as well as for wnt signalling to the activation of the c-myc oncogene , and consequently of sirt1 in the serrated route .
9						the increase expression with higher grade of malignancy suggest crucial function for c-myc and sirt1 in the progression of serrated lesion to colorectal cancer .
10						these function may include antagonize of apoptosis and senescence , which be characteristic feature of serrated lesion .
11						introduction
12	tissuelist:TS-20003	colorectal	t1			colorectal cancer be the third most common cancer in the world and be one of the lead cause of cancer related death .
13			e1	t1	 the activation of the wnt and beta-catenin signaling pathway which lead to the transcriptional induction of the c-myc oncogene .	malignant transformation in the classical adenoma - carcinoma sequence be crucially associate with the activation of the wnt and beta-catenin signaling pathway which lead to the transcriptional induction of the c-myc oncogene .
14						besides the classical adenoma - carcinoma sequence , strong evidence for a alternative serrated pathway in the development of colorectal cancer have emerge in recent year .
15						"the serrated pathway include lesion with "" saw-tooth "" crypt morphology like hyperplastic polyp , sessile serrate adenoma , traditional serrated adenoma and invasive serrated adenocarcinoma ."
16	tissuelist:TS-20003	colorectal	e2,t2	t2	deregulation of the wnt and beta-catenin pathway be rarely observe , whereas mutation of braf , and less frequently KRAS	in contrast to the classical adenoma-carcinoma sequence , deregulation of the wnt and beta-catenin pathway be rarely observe , whereas mutation of braf , and less frequently KRAS have be show to be the initiate event in the serrated route to colorectal cancer [ - ] .
17	tissuelist:TS-0158	colon	e3,t3	t3	lesion with braf mutation be frequently locate in the right colon and be strongly associate with msus and dna methylation abnormality , whereas lesion initiate with KRAS mutation predominantly arise in the left colon and be characterize by microsatellite stability ( mss ) or microsatellite instability low ( msi-l ) .	lesion with braf mutation be frequently locate in the right colon and be strongly associate with msus and dna methylation abnormality , whereas lesion initiate with KRAS mutation predominantly arise in the left colon and be characterize by microsatellite stability ( mss ) or microsatellite instability low ( msi-l ) .
18						besides lesion with mutant KRAS or BRAF , a third subset exist which do not display any known aberrant oncogene activation .
