1						"grf40 , a novel grb2 Family Member , be involve in t cell signaling through interaction with slp-76 and lat"
2						"we molecularly clone a new grb2 family member , name grf40 , contain the common sh3-sh2-sh3 motif ."
3	uaz:UA-CT-30009	hematopoetic cells	C1			"expression of grf40 be predominant in hematopoietic cell , particularly t cell ."
4			E1	C1	grf40 bind to the sh2 domain contain leukocyte protein of 76 kd ( slp-76 ) via its sh3 domain more tightly than grb2 .	grf40 bind to the sh2 domain contain leukocyte protein of 76 kd ( slp-76 ) via its sh3 domain more tightly than grb2 .
5			E2	C1	grf40 bind to linker for activation of t cell ( lat ) possibly via its sh2 domain .	"incidentally , grf40 bind to linker for activation of t cell ( lat ) possibly via its sh2 domain ."
6	uaz:UA-CLine-2244	jurkat cells	"C2,E3,E4,E5"	C2	" grf40 in jurkat cell induce a significant increase of slp-76-dependent interleukin ( il ) -2 promoter and nuclear factor of activate t cell ( nf-at ) activation upon t cell receptor ( tcr ) stimulation , whereas the cooh-terminal sh3 delete grf40 mutant lack any recognizable increase in il-2 promoter activity ."	"overexpression of wild-type grf40 in jurkat cell induce a significant increase of slp-76-dependent interleukin ( il ) -2 promoter and nuclear factor of activate t cell ( nf-at ) activation upon t cell receptor ( tcr ) stimulation , whereas the cooh-terminal sh3 delete grf40 mutant lack any recognizable increase in il-2 promoter activity ."
7						"furthermore , the sh2 delete grf40 mutant lead to a marked inhibition of these regulatory activity , the effect of which be apparently stronger than that of the sh2 delete grb2 mutant ."
8			"E6,E7"	C2	grf40 be a adaptor molecule involve in tcr mediated signaling through a more efficient interaction than grb2 with slp-76 and lat .	we datum suggest that grf40 be a adaptor molecule involve in tcr mediated signaling through a more efficient interaction than grb2 with slp-76 and lat .
9	uaz:UA-CLine-100050	t cells	"E8,C3"	C3	stimulation of the tcr initiate activation of cytoplasmic protein tyrosine kinase ( ptk ) 1	"stimulation of the tcr initiate activation of cytoplasmic protein tyrosine kinase ( ptk ) 1 that trigger downstream signaling pathway include calcium-_NN and ras-_NN dependent event , which ultimately converge upon the nucleus to stimulate the transcription of gene require for proliferation and effector function of t cell ( - ) ."
10			E9	C3	"phospholipase cgamma1 , recruit to the plasma membrane after ptk activation "	"phospholipase cgamma1 , recruit to the plasma membrane after ptk activation , be think to introduce the calcium dependent pathway into the tcr mediated signaling event ."
11	uaz:UA-CLine-100050	t cells	"E10,C4"	C4	 the pathway for ra activation after ptk activation	"on the other hand , the pathway for ra activation after ptk activation in t cell be still controversial ."
12			E11	C5	"grb2 , a adaptor protein contain a sh3-sh2-sh3 motif , form a complex with so , a guanine nucleotide exchange factor , via its nh2-terminal sh3 domain after tcr ligation ( - ) ."	"grb2 , a adaptor protein contain a sh3-sh2-sh3 motif , form a complex with so , a guanine nucleotide exchange factor , via its nh2-terminal sh3 domain after tcr ligation ( - ) ."
13	uaz:UA-CLine-100050	t cells	"E12,C5"	C5	grb2 and so complex be think to contribute to ra activation	"hence , the grb2 and so complex be think to contribute to ra activation in t cell , although there have be no empirical evidence for this notion ."
14			E13	"S1,C6"	"the cooh-terminal sh3 domain of grb2 have be show to bind to the sh2 domain contain leukocyte protein of 76 kd ( slp-76 ) , a hematopoietic cell specific adaptor protein , which be tyrosine phosphorylated rapidly after tcr stimulation ( - ) ."	"the cooh-terminal sh3 domain of grb2 have be show to bind to the sh2 domain contain leukocyte protein of 76 kd ( slp-76 ) , a hematopoietic cell specific adaptor protein , which be tyrosine phosphorylated rapidly after tcr stimulation ( - ) ."
