1						OSM-11 facilitate lin-12 notch signaling during caenorhabditis elegan Vulval Development
2	"taxonomy:6239,taxonomy:7215"	"caenorhabditis elegans, Drosophila"	"s1,s2"			notch signaling be critical for cell fate decision during development .
3						"caenorhabditis elegan and vertebrate notch ligand be more diverse than classical drosophilum notch ligand , suggest possible functional complexity ."
4						"here , we describe a developmental role in notch signaling for osm-11 , which have be previously implicate in defecation and osmotic resistance in C. elegan ."
5	uaz:UA-ORG-1083	vulval precursor cells (VPC)	c1			we find that complete loss of osm-11 cause defect in vulval precursor cell ( vpc ) fate specification during vulval development consistent with decrease notch signaling .
6			"e1,e2,e3,e4"	"c1,s1"		"OSM-11 be a secrete , diffusible protein that , like previously describe c. elegan Delta , Serrate , and lag-2 ( dsl ) ligand , can interact with the lineage defective-12 ( lin-12 ) notch receptor extracellular domain ."
7						"additionally , osm-11 and similar c. elegan protein share a common motif with notch ligand from other species in a sequence define here as the delta and osm-11 ( DOS ) motif ."
8						"osm-11 loss-of-function defect in vulval development be exacerbate by loss of other dos-motif gene or by loss of the notch ligand dsl-1 , suggest that dos-motif and dsl protein act together to activate notch signaling in vivo ."
9						"the mammalian dos-motif protein deltalike1 ( dlk1 ) can substitute for osm-11 in C. elegan development , suggest that dos-motif function be conserve across species ."
10	taxonomy:6239	C. elegans	"s100,e6"	s100		"we hypothesize that c. elegan osm-11 and homologous protein act as coactivator for notch receptor , allow precise regulation of notch receptor signaling in developmental program in both vertebrate and invertebrate ."
11						author Summary
12						"the classic view of notch receptor activation involve receptor binding to transmembrane notch ligand that contain a conserved dsl ( Delta , Serrate , and lag-2 ) domain ."
13	taxonomy:6239	caenorhabditis elegans	"s3,e7"	s3		"here , we find that the caenorhabditis elegan osm-11 protein be a novel ligand of the well characterize notch signal transduction pathway and play a role in cell fate specification during development ."
14						"OSM-11 be a secrete , diffusible protein whose loss decrease notch signaling in vivo ."
15						"OSM-11 and related c. elegan protein do not contain a dsl domain , but contain a conserved motif we have name DOS ( Delta and osm-11 ) that be also find in the extracellular domain of known notch ligand in organism other than c. elegan ."
16						"the functional mammalian homolog of osm-11 be the secreted protein deltalike1 ( dlk1 ) , also know as preadipocyte factor 1 ( pref1 ) , which play a poorly define role in notch signaling regulate obesity and other developmental decision ."
17						this suggest that notch ligand be split into two complementary coligand family that act together to regulate notch signaling in developmental context .
18						"in addition to regulate development , do ligand play role in osmotic stress and c. elegan behavior , suggest previously unsuspected role for notch signaling across species ."
19						the C. elegan osm-11 protein act with dsl ligand to activate notch signaling in cell fate specification and define a conserved family of potential notch co-ligand .
20						introduction
21						the notch signaling pathway be essential for cell fate determination during embryogenesis and postembryonic development in multicellular organism .
22	"taxonomy:7215,taxonomy:6239"	"Drosophila, C. elegans"	"e8,e9,s4,s5"	"s4,s5"		"classical notch signaling begin with activation of the notch receptor by transmembrane dsl ligand ( Delta and Serrate in drosophila or lag-2 [ Lin and glp-2 ] in C. elegan [ - ] ) express on adjacent cell , result in proteolytic cleavage of the notch receptor , internalization of the ligand and receptor complex , and nuclear translocation of the notch ic ( intracellular ) domain [ - ] ."
23						"in the nucleus , the notch ic domain act as a transcriptional regulator together with a conserved transcription factor call Su ( h ) ( suppressor of hairless ) in drosophilum and lag-1 [ Lin and glp-1 ] in C. elegan ."
24						the molecular mechanism of notch signaling be highly conserve .
25						"vertebrate homolog exist for each of these component in the notch signaling pathway , and mutation in notch signaling have be implicate in various developmental disorder , include alagille and cadasil [ - ]"
26						"in C. elegan , the notch receptor lin-12 ( lineage defective-12 ) play critical role in cell fate specification in multiple tissue ."
27						the role of lin-12 in two step of vulval development have be particularly well study .
28						"first , lin-12 be require for cell fate specification of a anchor cell ( ac ) and a vulval uterine ( vu ) cell from the descendent of equipotent precursor cell z1 and z4 during the l1 larval stage [ - ] ."
29						"loss of lin-12 signaling generally result in the specification of two ac , whereas increase lin-12 signaling result in two vu cell ."
30						"the ac produce a diffusible epidermal growth factor ( egf ) signal that induce the primary ( 1degree ) cell fate in p6.p , one of six equipotent vulval precursor cell ( vpc ) ( review in ) ."
31						"additionally , lin-12 specify secondary ( 2degree ) cell fate of p5.p and p7.p , two vpc adjacent to p6.p , by antagonize egf signaling via lateral inhibition ."
