1						TITLE PADDING
2						Summary
3	tissuelist:TS-20004	lymphocytic leukemias	C1			Phosphoinositide 3-kinase delta is upregulated in lymphocytic leukemias .
4			E2	C1		Because the p85-regulatory subunit binds to any class IA subunit , it was assumed there is a single universal p85 mediated regulatory mechanism ; however , we find isozyme specific inhibition by p85alpha .
5			E3	C1		Using deuterium exchange mass spectrometry ( DXMS ) , we mapped regulatory interactions of p110delta with p85alpha .
6			E4,E5	C1		Both nSH2 and cSH2 domains of p85alpha contribute to full inhibition of p110delta , the nSH2 by contacting the helical domain and the cSH2 via the C terminus of p110delta .
7			E6	C1		The cSH2 inhibits p110beta and p110delta , but not p110alpha , implying that p110alpha is uniquely poised for oncogenic mutations .
8						Binding RTK phosphopeptides disengages the SH2 domains , resulting in exposure of the catalytic subunit .
9						We find that phosphopeptides greatly increase the affinity of the heterodimer for PIP2 containing membranes measured by FRET .
10						DXMS identified regions decreasing exposure at membranes and also regions gaining exposure , indicating loosening of interactions within the heterodimer at membranes .
11						Highlights
12			E7,E8,E9,E10,E11	C1		> Both nSH2 and cSH2 of p85alpha inhibit p110delta , and pY peptides or mutations activate > DXMS mapped dynamic changes in free p110delta and p110delta and p85 with and without pY peptides > pY peptide increases p110delta and p85 affinity for lipids ; interactions were mapped by DXMS > cSH2 point mutation in p85alpha activates p110delta and p110beta , but not p110alpha
13						Introduction
14			E12	C1		Phosphoinositide 3-kinases ( PI3Ks ) are a family of enzymes that catalyze the phosphorylation of the D3-hydroxyl of inositol phospholipids .
15						The lipid products of the reaction act as second messengers and lead to downstream recruitment of phosphoinositide binding proteins , which orchestrate many important functions including cell proliferation and survival .
16	tissuelist:TS-0547	chronic lymphocytic leukemia	E13,C2	C2		PI3Kdelta is upregulated in some leukemias , and a specific inhibitor of it ( CAL-101 ) has entered clinical trials for chronic lymphocytic leukemia .
17						This isoform is abundant in leukocytes and has important roles in immunity , inflammation and allergy .
18			E14,E15,E16,E17,E18,E19,E20	C2,S1		Like other class IA PI3Ks , it is an obligate heterodimer of a p110 catalytic subunit ( p110delta ) anda p85-type regulatory subunit ( p85alpha , p55alpha , p50alpha , p85beta , or p55gamma ) and produces PtdIns ( 3,4,5 ) P3 lipids invivo .
19	taxonomy:9606	human	S1			The p110alpha catalytic subunit is one of the most frequently mutated oncogenes in human tumors , and PI3K inhibition is a major pharmacological target for drug discovery .
20						The cancer associated p110alpha mutations upregulate the enzyme activity by different mechanisms .
21						Because any one of the regulatory subunits can interact tightly with any of the class IA catalytic subunits , it is generally assumed that all p110 subunits are inhibited in the same way .
22						The importance of understanding isoform specific regulation of PI3Ks by p85 led us to examine this assumption .
23						All of the p110 subunits consist of an adaptor binding domain ( ABD ) , a Ras binding domain ( RBD ) , a C2 domain , a helical domain , and a kinase domain split into an N-lobe and a C-lobe .
